datetime,count
1970-01-01 00:00:00,3619805
1970-01-01 01:00:00,3433986
1970-01-01 02:00:00,3043055
1970-01-01 03:00:00,2857324
1970-01-01 04:00:00,3215603
1970-01-01 05:00:00,3239405
1970-01-01 06:00:00,4296585
1970-01-01 07:00:00,4466191
1970-01-01 08:00:00,4834593
1970-01-01 09:00:00,5328012
1970-01-01 10:00:00,5428251
1970-01-01 11:00:00,5212141
1970-01-01 12:00:00,5534265
1970-01-01 13:00:00,4950734
1970-01-01 14:00:00,4554138
1970-01-01 15:00:00,5000947
1970-01-01 16:00:00,4470129
1970-01-01 17:00:00,4333494
1970-01-01 18:00:00,4461715
1970-01-01 19:00:00,5017166
1970-01-01 20:00:00,5237248
1970-01-01 21:00:00,5585044
1970-01-01 22:00:00,5494083
1970-01-01 23:00:00,5207770
1970-01-02 00:00:00,4288217
1970-01-02 01:00:00,3602674
1970-01-02 02:00:00,2727321
1970-01-02 03:00:00,2632350
1970-01-02 04:00:00,2706209
1970-01-02 05:00:00,3197006
1970-01-02 06:00:00,3669398
1970-01-02 07:00:00,3969470
1970-01-02 08:00:00,4428191
1970-01-02 09:00:00,4577233
1970-01-02 10:00:00,5406998
1970-01-02 11:00:00,4960023
1970-01-02 12:00:00,5149829
1970-01-02 13:00:00,4785056
1970-01-02 14:00:00,4660601
1970-01-02 15:00:00,4418224
1970-01-02 16:00:00,4713394
1970-01-02 17:00:00,4776543
1970-01-02 18:00:00,5763896
1970-01-02 19:00:00,5576053
1970-01-02 20:00:00,5994246
1970-01-02 21:00:00,5845102
1970-01-02 22:00:00,5415365
1970-01-02 23:00:00,4443244
1970-01-03 00:00:00,3868853
1970-01-03 01:00:00,3234333
1970-01-03 02:00:00,3142150
1970-01-03 03:00:00,3177028
1970-01-03 04:00:00,3386235
1970-01-03 05:00:00,3576543
1970-01-03 06:00:00,4259973
1970-01-03 07:00:00,4485325
1970-01-03 08:00:00,6455051
1970-01-03 09:00:00,6585239
1970-01-03 10:00:00,4886461
1970-01-03 11:00:00,4791079
1970-01-03 12:00:00,4886984
1970-01-03 13:00:00,4892760
1970-01-03 14:00:00,4466295
1970-01-03 15:00:00,4210622
1970-01-03 16:00:00,4359813
1970-01-03 17:00:00,4353027
1970-01-03 18:00:00,4463152
1970-01-03 19:00:00,4810016
1970-01-03 20:00:00,5113172
1970-01-03 21:00:00,5519075
1970-01-03 22:00:00,5512088
1970-01-03 23:00:00,5024997
1970-01-04 00:00:00,6118212
1970-01-04 01:00:00,6514106
1970-01-04 02:00:00,5756989
1970-01-04 03:00:00,5821068
1970-01-04 04:00:00,5404030
1970-01-04 05:00:00,5649284
1970-01-04 06:00:00,4813799
1970-01-04 07:00:00,4769211
1970-01-04 08:00:00,5075753
1970-01-04 09:00:00,5904689
1970-01-04 10:00:00,6181555
1970-01-04 11:00:00,5806616
1970-01-04 12:00:00,5947658
1970-01-04 13:00:00,5902859
1970-01-04 14:00:00,5227179
1970-01-04 15:00:00,5268058
1970-01-04 16:00:00,5543719
1970-01-04 17:00:00,5343760
1970-01-04 18:00:00,5791332
1970-01-04 19:00:00,5873197
1970-01-04 20:00:00,5838516
1970-01-04 21:00:00,5999146
1970-01-04 22:00:00,5431762
1970-01-04 23:00:00,4592332
1970-01-05 00:00:00,3982495
1970-01-05 01:00:00,3208491
1970-01-05 02:00:00,2725243
1970-01-05 03:00:00,2782167
1970-01-05 04:00:00,3348545
1970-01-05 05:00:00,3728050
1970-01-05 06:00:00,3833363
1970-01-05 07:00:00,3929553
1970-01-05 08:00:00,1792781
1970-01-05 09:00:00,1880373
1970-01-05 10:00:00,5256511
1970-01-05 11:00:00,4672904
1970-01-05 12:00:00,4603700
1970-01-05 13:00:00,4443033
1970-01-05 14:00:00,4090948
1970-01-05 15:00:00,4499025
1970-01-05 16:00:00,4661053
1970-01-05 17:00:00,4769869
1970-01-05 18:00:00,5615780
1970-01-05 19:00:00,6181669
1970-01-05 20:00:00,6607618
1970-01-05 21:00:00,6107363
1970-01-05 22:00:00,4808932
1970-01-05 23:00:00,4234580
1970-01-06 00:00:00,3711915
1970-01-06 01:00:00,3122868
1970-01-06 02:00:00,2869721
1970-01-06 03:00:00,2680447
1970-01-06 04:00:00,3064071
1970-01-06 05:00:00,3425676
1970-01-06 06:00:00,3414775
1970-01-06 07:00:00,3721927
1970-01-06 08:00:00,4039366
1970-01-06 09:00:00,4442984
1970-01-06 10:00:00,4964821
1970-01-06 11:00:00,7238445
1970-01-06 12:00:00,7476862
1970-01-06 13:00:00,7398116
1970-01-06 14:00:00,7945132
1970-01-06 15:00:00,7643258
1970-01-06 16:00:00,8290689
1970-01-06 17:00:00,6222600
1970-01-06 18:00:00,5341250
1970-01-06 19:00:00,5926674
1970-01-06 20:00:00,6032751
1970-01-06 21:00:00,6001265
1970-01-06 22:00:00,5366489
1970-01-06 23:00:00,4686151
1970-01-07 00:00:00,3777427
1970-01-07 01:00:00,3355660
1970-01-07 02:00:00,2755389
1970-01-07 03:00:00,2714734
1970-01-07 04:00:00,2913664
1970-01-07 05:00:00,3304697
1970-01-07 06:00:00,3490270
1970-01-07 07:00:00,3449725
1970-01-07 08:00:00,3860574
1970-01-07 09:00:00,4821723
1970-01-07 10:00:00,8432020
1970-01-07 11:00:00,6027562
1970-01-07 12:00:00,4308617
1970-01-07 13:00:00,4080917
1970-01-07 14:00:00,4134552
1970-01-07 15:00:00,4383851
1970-01-07 16:00:00,4638183
1970-01-07 17:00:00,4777838
1970-01-07 18:00:00,4985540
1970-01-07 19:00:00,5351672
1970-01-07 20:00:00,7867828
1970-01-07 21:00:00,5900651
1970-01-07 22:00:00,5852809
1970-01-07 23:00:00,5045622
1970-01-08 00:00:00,4165285
1970-01-08 01:00:00,3323406
1970-01-08 02:00:00,2842589
1970-01-08 03:00:00,2548323
