date,add,cas,get,gets
1970-01-01,1162571.0,1.0,923390358.0,598022.0
1970-01-02,1226043.0,0.0,951440554.0,624631.0
1970-01-03,1825334.0,1.0,1071422999.0,932053.0
1970-01-04,1333664.0,2.0,1046077242.0,681600.0
1970-01-05,1050997.0,1.0,943979948.0,505627.0
1970-01-06,2037379.0,2.0,1217959018.0,970384.0
1970-01-07,1283588.0,5.0,958652630.0,593569.0
1970-01-08,157408.0,0.0,98698891.0,74692.0
