datetime,count
1970-01-01 00:00:00,38659549
1970-01-01 01:00:00,39197321
1970-01-01 02:00:00,41080576
1970-01-01 03:00:00,41532036
1970-01-01 04:00:00,40970973
1970-01-01 05:00:00,39528396
1970-01-01 06:00:00,37695052
1970-01-01 07:00:00,38476034
1970-01-01 08:00:00,36784446
1970-01-01 09:00:00,36447708
1970-01-01 10:00:00,37854329
1970-01-01 11:00:00,37106721
1970-01-01 12:00:00,36688876
1970-01-01 13:00:00,36816887
1970-01-01 14:00:00,38096646
1970-01-01 15:00:00,39552477
1970-01-01 16:00:00,41255300
1970-01-01 17:00:00,42852865
1970-01-01 18:00:00,43100202
1970-01-01 19:00:00,43430274
1970-01-01 20:00:00,41740514
1970-01-01 21:00:00,40306157
1970-01-01 22:00:00,39107296
1970-01-01 23:00:00,38501975
1970-01-02 00:00:00,38554602
1970-01-02 01:00:00,37924593
1970-01-02 02:00:00,38928033
1970-01-02 03:00:00,39644949
1970-01-02 04:00:00,39418670
1970-01-02 05:00:00,38657863
1970-01-02 06:00:00,36527392
1970-01-02 07:00:00,37052984
1970-01-02 08:00:00,36365538
1970-01-02 09:00:00,36295936
1970-01-02 10:00:00,37399153
1970-01-02 11:00:00,36869451
1970-01-02 12:00:00,36015283
1970-01-02 13:00:00,35780553
1970-01-02 14:00:00,43133851
1970-01-02 15:00:00,39024948
1970-01-02 16:00:00,40248255
1970-01-02 17:00:00,41994292
1970-01-02 18:00:00,42208182
1970-01-02 19:00:00,41897850
1970-01-02 20:00:00,40254947
1970-01-02 21:00:00,38661177
1970-01-02 22:00:00,37182334
1970-01-02 23:00:00,37269384
1970-01-03 00:00:00,37595456
1970-01-03 01:00:00,39140156
1970-01-03 02:00:00,40480911
1970-01-03 03:00:00,41420253
1970-01-03 04:00:00,40752698
1970-01-03 05:00:00,38852171
1970-01-03 06:00:00,37326201
1970-01-03 07:00:00,37376134
1970-01-03 08:00:00,37527398
1970-01-03 09:00:00,37211239
1970-01-03 10:00:00,37550969
1970-01-03 11:00:00,37780333
1970-01-03 12:00:00,37156123
1970-01-03 13:00:00,37332380
1970-01-03 14:00:00,38865879
1970-01-03 15:00:00,40342538
1970-01-03 16:00:00,42036808
1970-01-03 17:00:00,43021593
1970-01-03 18:00:00,43161818
1970-01-03 19:00:00,43342467
1970-01-03 20:00:00,49909490
1970-01-03 21:00:00,59064739
1970-01-03 22:00:00,57314432
1970-01-03 23:00:00,54603722
1970-01-04 00:00:00,52329004
1970-01-04 01:00:00,51226994
1970-01-04 02:00:00,44340265
1970-01-04 03:00:00,37145448
1970-01-04 04:00:00,36872950
1970-01-04 05:00:00,35290149
1970-01-04 06:00:00,33099497
1970-01-04 07:00:00,33309864
1970-01-04 08:00:00,32663518
1970-01-04 09:00:00,32832539
1970-01-04 10:00:00,33066243
1970-01-04 11:00:00,32755737
1970-01-04 12:00:00,32361918
1970-01-04 13:00:00,32689024
1970-01-04 14:00:00,33448959
1970-01-04 15:00:00,35167502
1970-01-04 16:00:00,36633189
1970-01-04 17:00:00,37236580
1970-01-04 18:00:00,37461729
1970-01-04 19:00:00,37484974
1970-01-04 20:00:00,35978411
1970-01-04 21:00:00,35571240
1970-01-04 22:00:00,34394000
1970-01-04 23:00:00,32649591
1970-01-05 00:00:00,35868871
1970-01-05 01:00:00,34411839
1970-01-05 02:00:00,31482581
1970-01-05 03:00:00,29353640
1970-01-05 04:00:00,23526708
1970-01-05 05:00:00,21954496
1970-01-05 06:00:00,29353137
1970-01-05 07:00:00,29391410
1970-01-05 08:00:00,29067644
1970-01-05 09:00:00,29343893
1970-01-05 10:00:00,30672534
1970-01-05 11:00:00,30496647
1970-01-05 12:00:00,30440218
1970-01-05 13:00:00,31079449
1970-01-05 14:00:00,32323532
1970-01-05 15:00:00,34301387
1970-01-05 16:00:00,35749831
1970-01-05 17:00:00,36420552
1970-01-05 18:00:00,37959197
1970-01-05 19:00:00,36992972
1970-01-05 20:00:00,36188716
1970-01-05 21:00:00,35893142
1970-01-05 22:00:00,36456542
1970-01-05 23:00:00,33177310
1970-01-06 00:00:00,33663485
1970-01-06 01:00:00,35215855
1970-01-06 02:00:00,35257114
1970-01-06 03:00:00,35318271
1970-01-06 04:00:00,33369400
1970-01-06 05:00:00,32076737
1970-01-06 06:00:00,32306548
1970-01-06 07:00:00,48907996
1970-01-06 08:00:00,55214420
1970-01-06 09:00:00,56652683
1970-01-06 10:00:00,58528645
1970-01-06 11:00:00,58570994
1970-01-06 12:00:00,58994056
1970-01-06 13:00:00,45276584
1970-01-06 14:00:00,34583756
1970-01-06 15:00:00,36091715
1970-01-06 16:00:00,36875223
1970-01-06 17:00:00,36783136
1970-01-06 18:00:00,38037779
1970-01-06 19:00:00,39578796
1970-01-06 20:00:00,37590512
1970-01-06 21:00:00,36035140
1970-01-06 22:00:00,33050988
1970-01-06 23:00:00,31834755
1970-01-07 00:00:00,35011724
1970-01-07 01:00:00,36705906
1970-01-07 02:00:00,36575795
1970-01-07 03:00:00,34153429
1970-01-07 04:00:00,32997325
1970-01-07 05:00:00,31095061
1970-01-07 06:00:00,44426267
1970-01-07 07:00:00,39961532
1970-01-07 08:00:00,29237831
1970-01-07 09:00:00,29219650
1970-01-07 10:00:00,30036741
1970-01-07 11:00:00,30391027
1970-01-07 12:00:00,30510240
1970-01-07 13:00:00,30445568
1970-01-07 14:00:00,31819930
1970-01-07 15:00:00,32791376
1970-01-07 16:00:00,52293392
1970-01-07 17:00:00,33978398
1970-01-07 18:00:00,34800478
1970-01-07 19:00:00,35027281
1970-01-07 20:00:00,33995820
1970-01-07 21:00:00,32821470
1970-01-07 22:00:00,31407926
1970-01-07 23:00:00,31469139
1970-01-08 00:00:00,29911680
1970-01-08 01:00:00,31131488
1970-01-08 02:00:00,33679152
1970-01-08 03:00:00,34196799
